Postcode;Locality;Municipality;Province;
7110;Maurage;LA LOUVIÈRE;Henegouwen;
7110;Strépy-Bracquegnies;LA LOUVIÈRE;Henegouwen;
7120;Croix-lez-Rouveroy;ESTINNES;Henegouwen;
7120;Estinnes-au-Mont;ESTINNES;Henegouwen;
7120;Estinnes-au-Val;ESTINNES;Henegouwen;
7120;Fauroeulx;ESTINNES;Henegouwen;
7120;Haulchin;ESTINNES;Henegouwen;
7120;Peissant;ESTINNES;Henegouwen;
7120;Rouveroy;ESTINNES;Henegouwen;
7120;Vellereille-le-Sec;ESTINNES;Henegouwen;
7120;Vellereille-les-Brayeux;ESTINNES;Henegouwen;
7130;Battignies;BINCHE;Henegouwen;
7130;Binche;BINCHE;Henegouwen;
7130;Bray;BINCHE;Henegouwen;
7131;Waudrez;BINCHE;Henegouwen;
7133;Buvrinnes;BINCHE;Henegouwen;
7134;Epinois;BINCHE;Henegouwen;
7134;Leval-Trahegnies;BINCHE;Henegouwen;
7134;Péronnes-lez-Binche;BINCHE;Henegouwen;
7134;Ressaix;BINCHE;Henegouwen;
7140;Morlanwelz-Mariemont;MORLANWELZ;Henegouwen;
7141;Carnières;MORLANWELZ;Henegouwen;
7141;Mont-Sainte-Aldegonde;MORLANWELZ;Henegouwen;
7160;Chapelle-lez-Herlaimont;CHAPELLE-LEZ-HERLAIMONT;Henegouwen;
7160;Godarville;CHAPELLE-LEZ-HERLAIMONT;Henegouwen;
7160;Piéton;CHAPELLE-LEZ-HERLAIMONT;Henegouwen;
7170;Bellecourt;MANAGE;Henegouwen;
7170;Bois-d'Haine;MANAGE;Henegouwen;
7170;Fayt-lez-Manage;MANAGE;Henegouwen;
7170;La Hestre;MANAGE;Henegouwen;
7170;Manage;MANAGE;Henegouwen;
7180;Seneffe;SENEFFE;Henegouwen;
7181;Arquennes;SENEFFE;Henegouwen;
7181;Familleureux;SENEFFE;Henegouwen;
7181;Feluy;SENEFFE;Henegouwen;
7181;Petit-R;SENEFFE;Henegouwen;
7190;Écaussinnes-d'Enghien;ECAUSSINNES;Henegouwen;
7190;Marche-lez-Écaussinnes;ECAUSSINNES;Henegouwen;
7191;Ecaussinnes-Lalaing;ECAUSSINNES;Henegouwen;
7300;Boussu;BOUSSU;Henegouwen;
7301;Hornu;BOUSSU;Henegouwen;
7320;Bernissart;BERNISSART;Henegouwen;
7321;Blaton;BERNISSART;Henegouwen;
7321;Harchies;BERNISSART;Henegouwen;
7322;Pommeroeul;BERNISSART;Henegouwen;
7322;Ville-Pommeroeul;BERNISSART;Henegouwen;
7330;Saint-Ghislain;SAINT-GHISLAIN;Henegouwen;
7331;Baudour;SAINT-GHISLAIN;Henegouwen;
7332;Neufmaison;SAINT-GHISLAIN;Henegouwen;
7332;Sirault;SAINT-GHISLAIN;Henegouwen;
7333;Tertre;SAINT-GHISLAIN;Henegouwen;
7334;Hautrage;SAINT-GHISLAIN;Henegouwen;
7334;Villerot;SAINT-GHISLAIN;Henegouwen;
7340;Colfontaine;COLFONTAINE;Henegouwen;
7340;Pâturages;COLFONTAINE;Henegouwen;
7340;Warquignies;COLFONTAINE;Henegouwen;
7340;Wasmes;COLFONTAINE;Henegouwen;
7350;Hainin;HENSIES;Henegouwen;
7350;Hensies;HENSIES;Henegouwen;
7350;Montr;HENSIES;Henegouwen;
7350;Thulin;HENSIES;Henegouwen;
7370;Blaugies;DOUR;Henegouwen;
7370;Dour;DOUR;Henegouwen;
7370;Elouges;DOUR;Henegouwen;
7370;Wihéries;DOUR;Henegouwen;
7380;Baisieux;QUIÉVRAIN;Henegouwen;
7380;Quiévrain;QUIÉVRAIN;Henegouwen;
7382;Audregnies;QUIÉVRAIN;Henegouwen;
7387;Angre;HONNELLES;Henegouwen;
7387;Angreau;HONNELLES;Henegouwen;
7387;Athis;HONNELLES;Henegouwen;
7387;Autreppe;HONNELLES;Henegouwen;
7387;Erquennes;HONNELLES;Henegouwen;
7387;Fayt-le-Franc;HONNELLES;Henegouwen;
7387;Marchipont;HONNELLES;Henegouwen;
7387;Montignies-sur-Roc;HONNELLES;Henegouwen;
7387;Onnezies;HONNELLES;Henegouwen;
7387;Roisin;HONNELLES;Henegouwen;
7390;Quaregnon;QUAREGNON;Henegouwen;
7390;Wasmuel;QUAREGNON;Henegouwen;
7500;Ere;TOURNAI;Henegouwen;
7500;Saint-Maur;TOURNAI;Henegouwen;
7500;Tournai;TOURNAI;Henegouwen;
7501;Orcq;TOURNAI;Henegouwen;
7502;Esplechin;TOURNAI;Henegouwen;
7503;Froyennes;TOURNAI;Henegouwen;
7504;Froidmont;TOURNAI;Henegouwen;
7506;Willemeau;TOURNAI;Henegouwen;
7520;Ramegnies-Chin;TOURNAI;Henegouwen;
7520;Templeuve;TOURNAI;Henegouwen;
7521;Chercq;TOURNAI;Henegouwen;
7522;Blandain;TOURNAI;Henegouwen;
7522;Hertain;TOURNAI;Henegouwen;
7522;Lamain;TOURNAI;Henegouwen;
7522;Marquain;TOURNAI;Henegouwen;
7530;Gaurain-Ramecroix;TOURNAI;Henegouwen;
7531;Havinnes;TOURNAI;Henegouwen;
7532;Béclers;TOURNAI;Henegouwen;
7533;Thimougies;TOURNAI;Henegouwen;
7534;Barry;TOURNAI;Henegouwen;
7534;Maulde;TOURNAI;Henegouwen;
7536;Vaulx;TOURNAI;Henegouwen;
7538;Vezon;TOURNAI;Henegouwen;
7540;Kain;TOURNAI;Henegouwen;
7540;Melles;TOURNAI;Henegouwen;
7540;Quartes;TOURNAI;Henegouwen;
7540;Rumillies;TOURNAI;Henegouwen;
7542;Mont-Saint-Aubert;TOURNAI;Henegouwen;
7543;Mourcourt;TOURNAI;Henegouwen;
7548;Warchin;TOURNAI;Henegouwen;
7600;Péruwelz;PÉRUWELZ;Henegouwen;
7601;Roucourt;PÉRUWELZ;Henegouwen;
7602;Bury;PÉRUWELZ;Henegouwen;
7603;Bon-Secours;PÉRUWELZ;Henegouwen;
7604;Baugnies;PÉRUWELZ;Henegouwen;
7604;Braffe;PÉRUWELZ;Henegouwen;
7604;Brasménil;PÉRUWELZ;Henegouwen;
7604;Callenelle;PÉRUWELZ;Henegouwen;
7604;Wasmes-Audemez-Briffoeil;PÉRUWELZ;Henegouwen;
7608;Wiers;PÉRUWELZ;Henegouwen;
7610;Rumes;RUMES;Henegouwen;
7611;La Glanerie;RUMES;Henegouwen;
7618;Taintignies;RUMES;Henegouwen;
7620;Bléharies;BRUNEHAUT;Henegouwen;
7620;Guignies;BRUNEHAUT;Henegouwen;
7620;Hollain;BRUNEHAUT;Henegouwen;
7620;Jollain-Merlin;BRUNEHAUT;Henegouwen;
7620;Wez-Velvain;BRUNEHAUT;Henegouwen;
7621;Lesdain;BRUNEHAUT;Henegouwen;
7622;Laplaigne;BRUNEHAUT;Henegouwen;
7623;Rongy;BRUNEHAUT;Henegouwen;
7624;Howardries;BRUNEHAUT;Henegouwen;
7640;Antoing;ANTOING;Henegouwen;
7640;Maubray;ANTOING;Henegouwen;
7640;Péronnes-lez-Antoing;ANTOING;Henegouwen;
7641;Bruyelle;ANTOING;Henegouwen;
7642;Calonne;ANTOING;Henegouwen;
7643;Fontenoy;ANTOING;Henegouwen;
7700;Luingne;MOESKROEN;Henegouwen;
7700;Moeskroen;MOESKROEN;Henegouwen;
7711;Dottenijs;MOESKROEN;Henegouwen;
7712;Herseaux;MOESKROEN;Henegouwen;
7730;Bailleul;ESTAIMPUIS;Henegouwen;
7730;Estaimbourg;ESTAIMPUIS;Henegouwen;
7730;Estaimpuis;ESTAIMPUIS;Henegouwen;
7730;Evregnies;ESTAIMPUIS;Henegouwen;
7730;Leers-Nord;ESTAIMPUIS;Henegouwen;
7730;Néchin;ESTAIMPUIS;Henegouwen;
7730;Saint-Léger;ESTAIMPUIS;Henegouwen;
7740;Pecq;PECQ;Henegouwen;
7740;Warcoing;PECQ;Henegouwen;
7742;Hérinnes-lez-Pecq;PECQ;Henegouwen;
7743;Esquelmes;PECQ;Henegouwen;
7743;Obigies;PECQ;Henegouwen;
7750;Amougies;MONT-DE-L'ENCLUS;Henegouwen;
7750;Anseroeul;MONT-DE-L'ENCLUS;Henegouwen;
7750;Orroir;MONT-DE-L'ENCLUS;Henegouwen;
7750;Russeignies;MONT-DE-L'ENCLUS;Henegouwen;
7760;Celles;CELLES;Henegouwen;
7760;Escanaffles;CELLES;Henegouwen;
7760;Molenbaix;CELLES;Henegouwen;
7760;Popuelles;CELLES;Henegouwen;
7760;Pottes;CELLES;Henegouwen;
7760;Velaines;CELLES;Henegouwen;
7780;Komen;KOMEN-WAASTEN;Henegouwen;
7780;Komen-Waasten;KOMEN-WAASTEN;Henegouwen;
7781;Houthem;KOMEN-WAASTEN;Henegouwen;
7782;Ploegsteert;KOMEN-WAASTEN;Henegouwen;
7783;Bizet;KOMEN-WAASTEN;Henegouwen;
7784;Neerwaasten;KOMEN-WAASTEN;Henegouwen;
7784;Waasten;KOMEN-WAASTEN;Henegouwen;
7800;Ath;ATH;Henegouwen;
7800;Lanquesaint;ATH;Henegouwen;
7801;Irchonwelz;ATH;Henegouwen;
7802;Ormeignies;ATH;Henegouwen;
7803;Bouvignies;ATH;Henegouwen;
7804;Ostiches;ATH;Henegouwen;
7804;Rebaix;ATH;Henegouwen;
7810;Maffle;ATH;Henegouwen;
7811;Arbre;ATH;Henegouwen;
7812;Houtaing;ATH;Henegouwen;
7812;Ligne;ATH;Henegouwen;
7812;Mainvault;ATH;Henegouwen;
7812;Moulbaix;ATH;Henegouwen;
7812;Villers-Notre-Dame;ATH;Henegouwen;
7812;Villers-Saint-Amand;ATH;Henegouwen;
7822;Ghislenghien;ATH;Henegouwen;
7822;Isières;ATH;Henegouwen;
7822;Meslin-l'Évêque;ATH;Henegouwen;
7823;Gibecq;ATH;Henegouwen;
7830;Bassilly;SILLY;Henegouwen;
7830;Fouleng;SILLY;Henegouwen;
7830;Gondregnies;SILLY;Henegouwen;
7830;Graty;SILLY;Henegouwen;
7830;Hellebecq;SILLY;Henegouwen;
7830;Hoves;SILLY;Henegouwen;
7830;Silly;SILLY;Henegouwen;
7830;Thoricourt;SILLY;Henegouwen;
7850;Edingen;EDINGEN;Henegouwen;
7850;Lettelingen;EDINGEN;Henegouwen;
7850;Mark;EDINGEN;Henegouwen;
7860;Lessines;LESSINES;Henegouwen;
7861;Papignies;LESSINES;Henegouwen;
7861;Wannebecq;LESSINES;Henegouwen;
7862;Ogy;LESSINES;Henegouwen;
7863;Ghoy;LESSINES;Henegouwen;
7864;Deux-Acren;LESSINES;Henegouwen;
7866;Bois-de-Lessines;LESSINES;Henegouwen;
7866;Ollignies;LESSINES;Henegouwen;
7870;Bauffe;LENS;Henegouwen;
7870;Cambron-Saint-Vincent;LENS;Henegouwen;
7870;Lens;LENS;Henegouwen;
7870;Lombise;LENS;Henegouwen;
7870;Montignies-lez-Lens;LENS;Henegouwen;
7880;Vloesberg;VLOESBERG;Henegouwen;
7890;Ellezelles;ELLEZELLES;Henegouwen;
7890;Lahamaide;ELLEZELLES;Henegouwen;
7890;Wodecq;ELLEZELLES;Henegouwen;
7900;Grandmetz;LEUZE-EN-HAINAUT;Henegouwen;
7900;Leuze-en-Hainaut;LEUZE-EN-HAINAUT;Henegouwen;
7901;Thieulain;LEUZE-EN-HAINAUT;Henegouwen;
7903;Blicquy;LEUZE-EN-HAINAUT;Henegouwen;
7903;Chapelle-à-Oie;LEUZE-EN-HAINAUT;Henegouwen;
7903;Chapelle-à-Wattines;LEUZE-EN-HAINAUT;Henegouwen;
7904;Pipaix;LEUZE-EN-HAINAUT;Henegouwen;
7904;Tourpes;LEUZE-EN-HAINAUT;Henegouwen;
7904;Willaupuis;LEUZE-EN-HAINAUT;Henegouwen;
7906;Gallaix;LEUZE-EN-HAINAUT;Henegouwen;
7910;Anvaing;FRASNES-LEZ-ANVAING;Henegouwen;
7910;Arc-Ainières;FRASNES-LEZ-ANVAING;Henegouwen;
7910;Arc-Wattripont;FRASNES-LEZ-ANVAING;Henegouwen;
7910;Cordes;FRASNES-LEZ-ANVAING;Henegouwen;
7910;Ellignies-lez-Frasnes;FRASNES-LEZ-ANVAING;Henegouwen;
7910;Forest;FRASNES-LEZ-ANVAING;Henegouwen;
7910;Wattripont;FRASNES-LEZ-ANVAING;Henegouwen;
7911;Buissenal;FRASNES-LEZ-ANVAING;Henegouwen;
7911;Frasnes-lez-Buissenal;FRASNES-LEZ-ANVAING;Henegouwen;
7911;Hacquegnies;FRASNES-LEZ-ANVAING;Henegouwen;
7911;Herquegies;FRASNES-LEZ-ANVAING;Henegouwen;
7911;Montr;FRASNES-LEZ-ANVAING;Henegouwen;
7911;Moustier;FRASNES-LEZ-ANVAING;Henegouwen;
7911;Oeudeghien;FRASNES-LEZ-ANVAING;Henegouwen;
7912;Dergneau;FRASNES-LEZ-ANVAING;Henegouwen;
7912;Saint-Sauveur;FRASNES-LEZ-ANVAING;Henegouwen;
7940;Brugelette;BRUGELETTE;Henegouwen;
7940;Cambron-Casteau;BRUGELETTE;Henegouwen;
7941;Attre;BRUGELETTE;Henegouwen;
7942;Mévergnies-lez-Lens;BRUGELETTE;Henegouwen;
7943;Gages;BRUGELETTE;Henegouwen;
7950;Chièvres;CHIÈVRES;Henegouwen;
7950;Grosage;CHIÈVRES;Henegouwen;
7950;Huissignies;CHIÈVRES;Henegouwen;
7950;Ladeuze;CHIÈVRES;Henegouwen;
7950;Tongre-Saint-Martin;CHIÈVRES;Henegouwen;
7951;Tongre-Notre-Dame;CHIÈVRES;Henegouwen;
7970;Beloeil;BELOEIL;Henegouwen;
7971;Basècles;BELOEIL;Henegouwen;
7971;Ramegnies;BELOEIL;Henegouwen;
7971;Thumaide;BELOEIL;Henegouwen;
7971;Wadelincourt;BELOEIL;Henegouwen;
7972;Aubechies;BELOEIL;Henegouwen;
7972;Ellignies-Sainte-Anne;BELOEIL;Henegouwen;
7972;Quevaucamps;BELOEIL;Henegouwen;
7973;Grandglise;BELOEIL;Henegouwen;
7973;Stambruges;BELOEIL;Henegouwen;
6600;Bastogne;BASTOGNE;Luxemburg;
6600;Longvilly;BASTOGNE;Luxemburg;
6600;Noville;BASTOGNE;Luxemburg;
6600;Villers-la-Bonne-Eau;BASTOGNE;Luxemburg;
6600;Wardin;BASTOGNE;Luxemburg;
6630;Martelange;MARTELANGE;Luxemburg;
6637;Fauvillers;FAUVILLERS;Luxemburg;
6637;Hollange;FAUVILLERS;Luxemburg;
6637;Tintange;FAUVILLERS;Luxemburg;
6640;Hompré;VAUX-SUR-SÛRE;Luxemburg;
6640;Morhet;VAUX-SUR-SÛRE;Luxemburg;
6640;Nives;VAUX-SUR-SÛRE;Luxemburg;
6640;Sibret;VAUX-SUR-SÛRE;Luxemburg;
6640;Vaux-lez-Rosières;VAUX-SUR-SÛRE;Luxemburg;
6640;Vaux-sur-Sûre;VAUX-SUR-SÛRE;Luxemburg;
6642;Juseret;VAUX-SUR-SÛRE;Luxemburg;
6660;Houffalize;HOUFFALIZE;Luxemburg;
6660;Nadrin;HOUFFALIZE;Luxemburg;
6661;Mont;HOUFFALIZE;Luxemburg;
6661;Tailles;HOUFFALIZE;Luxemburg;
6662;Tavigny;HOUFFALIZE;Luxemburg;
6663;Mabompré;HOUFFALIZE;Luxemburg;
6666;Wibrin;HOUFFALIZE;Luxemburg;
6670;Gouvy;GOUVY;Luxemburg;
6670;Limerlé;GOUVY;Luxemburg;
6671;Bovigny;GOUVY;Luxemburg;
6672;Beho;GOUVY;Luxemburg;
6673;Cherain;GOUVY;Luxemburg;
6674;Montleban;GOUVY;Luxemburg;
6680;Amberloup;SAINTE-ODE;Luxemburg;
6680;Tillet;SAINTE-ODE;Luxemburg;
6681;Lavacherie;SAINTE-ODE;Luxemburg;
6686;Flamierge;BERTOGNE;Luxemburg;
6687;Bertogne;BERTOGNE;Luxemburg;
6688;Longchamps;BERTOGNE;Luxemburg;
6690;Bihain;VIELSALM;Luxemburg;
6690;Vielsalm;VIELSALM;Luxemburg;
6692;Petit-Thier;VIELSALM;Luxemburg;
6698;Grand-Halleux;VIELSALM;Luxemburg;
6700;Arlon;ARLON;Luxemburg;
6700;Bonnert;ARLON;Luxemburg;
6700;Heinsch;ARLON;Luxemburg;
6700;Toernich;ARLON;Luxemburg;
6704;Guirsch;ARLON;Luxemburg;
6706;Autelbas;ARLON;Luxemburg;
6717;Attert;ATTERT;Luxemburg;
6717;Nobressart;ATTERT;Luxemburg;
6717;Nothomb;ATTERT;Luxemburg;
6717;Thiaumont;ATTERT;Luxemburg;
6717;Tontelange;ATTERT;Luxemburg;
6720;Habay-la-Neuve;HABAY;Luxemburg;
6720;Hachy;HABAY;Luxemburg;
6721;Anlier;HABAY;Luxemburg;
6723;Habay-la-Vieille;HABAY;Luxemburg;
6724;Houdemont;HABAY;Luxemburg;
6724;Rulles;HABAY;Luxemburg;
6730;Bellefontaine;TINTIGNY;Luxemburg;
6730;Rossignol;TINTIGNY;Luxemburg;
6730;Saint-Vincent;TINTIGNY;Luxemburg;
6730;Tintigny;TINTIGNY;Luxemburg;
6740;Etalle;ETALLE;Luxemburg;
6740;Sainte-Marie-sur-Semois;ETALLE;Luxemburg;
6740;Villers-sur-Semois;ETALLE;Luxemburg;
6741;Vance;ETALLE;Luxemburg;
6742;Chantemelle;ETALLE;Luxemburg;
6743;Buzenol;ETALLE;Luxemburg;
6747;Châtillon;SAINT-LÉGER;Luxemburg;
6747;Meix-le-Tige;SAINT-LÉGER;Luxemburg;
6747;Saint-Léger;SAINT-LÉGER;Luxemburg;
6750;Musson;MUSSON;Luxemburg;
6750;Mussy-la-Ville;MUSSON;Luxemburg;
6750;Signeulx;MUSSON;Luxemburg;
6760;Bleid;VIRTON;Luxemburg;
6760;Ethe;VIRTON;Luxemburg;
6760;Ruette;VIRTON;Luxemburg;
6760;Virton;VIRTON;Luxemburg;
6761;Latour;VIRTON;Luxemburg;
6762;Saint-Mard;VIRTON;Luxemburg;
6767;Dampicourt;ROUVROY;Luxemburg;
6767;Harnoncourt;ROUVROY;Luxemburg;
6767;Lamorteau;ROUVROY;Luxemburg;
6767;Torgny;ROUVROY;Luxemburg;
6769;Gérouville;MEIX-DEVANT-VIRTON;Luxemburg;
6769;Meix-devant-Virton;MEIX-DEVANT-VIRTON;Luxemburg;
6769;Robelmont;MEIX-DEVANT-VIRTON;Luxemburg;
6769;Sommethonne;MEIX-DEVANT-VIRTON;Luxemburg;
6769;Villers-la-Loue;MEIX-DEVANT-VIRTON;Luxemburg;
6780;Hondelange;MESSANCY;Luxemburg;
6780;Messancy;MESSANCY;Luxemburg;
6780;Wolkrange;MESSANCY;Luxemburg;
6781;Sélange;MESSANCY;Luxemburg;
6782;Habergy;MESSANCY;Luxemburg;
6790;Aubange;AUBANGE;Luxemburg;
6791;Athus;AUBANGE;Luxemburg;
6792;Halanzy;AUBANGE;Luxemburg;
6792;Rachecourt;AUBANGE;Luxemburg;
6800;Bras;LIBRAMONT-CHEVIGNY;Luxemburg;
6800;Freux;LIBRAMONT-CHEVIGNY;Luxemburg;
6800;Libramont-Chevigny;LIBRAMONT-CHEVIGNY;Luxemburg;
6800;Moircy;LIBRAMONT-CHEVIGNY;Luxemburg;
6800;Recogne;LIBRAMONT-CHEVIGNY;Luxemburg;
6800;Remagne;LIBRAMONT-CHEVIGNY;Luxemburg;
6800;Saint-Pierre;LIBRAMONT-CHEVIGNY;Luxemburg;
6800;Sainte-Marie-Chevigny;LIBRAMONT-CHEVIGNY;Luxemburg;
6810;Chiny;CHINY;Luxemburg;
6810;Izel;CHINY;Luxemburg;
6810;Jamoigne;CHINY;Luxemburg;
6811;Les Bulles;CHINY;Luxemburg;
6812;Suxy;CHINY;Luxemburg;
6813;Termes;CHINY;Luxemburg;
6820;Florenville;FLORENVILLE;Luxemburg;
6820;Fontenoille;FLORENVILLE;Luxemburg;
6820;Muno;FLORENVILLE;Luxemburg;
6820;Sainte-Cécile;FLORENVILLE;Luxemburg;
6821;Lacuisine;FLORENVILLE;Luxemburg;
6823;Villers-devant-Orval;FLORENVILLE;Luxemburg;
6824;Chassepierre;FLORENVILLE;Luxemburg;
6830;Bouillon;BOUILLON;Luxemburg;
6830;Les Hayons;BOUILLON;Luxemburg;
6830;Poupehan;BOUILLON;Luxemburg;
6830;Rochehaut;BOUILLON;Luxemburg;
6831;Noirfontaine;BOUILLON;Luxemburg;
6832;Sensenruth;BOUILLON;Luxemburg;
6833;Ucimont;BOUILLON;Luxemburg;
6833;Vivy;BOUILLON;Luxemburg;
6834;Bellevaux;BOUILLON;Luxemburg;
6836;Dohan;BOUILLON;Luxemburg;
6838;Corbion;BOUILLON;Luxemburg;
6840;Grandvoir;NEUFCHÂTEAU;Luxemburg;
6840;Grapfontaine;NEUFCHÂTEAU;Luxemburg;
6840;Hamipré;NEUFCHÂTEAU;Luxemburg;
6840;Longlier;NEUFCHÂTEAU;Luxemburg;
6840;Neufchâteau;NEUFCHÂTEAU;Luxemburg;
6840;Tournay;NEUFCHÂTEAU;Luxemburg;
6850;Carlsbourg;PALISEUL;Luxemburg;
6850;Offagne;PALISEUL;Luxemburg;
6850;Paliseul;PALISEUL;Luxemburg;
6851;Nollevaux;PALISEUL;Luxemburg;
6852;Maissin;PALISEUL;Luxemburg;
6852;Opont;PALISEUL;Luxemburg;
6853;Framont;PALISEUL;Luxemburg;
6856;Fays-les-Veneurs;PALISEUL;Luxemburg;
6860;Assenois;LÉGLISE;Luxemburg;
6860;Ebly;LÉGLISE;Luxemburg;
6860;Léglise;LÉGLISE;Luxemburg;
6860;Mellier;LÉGLISE;Luxemburg;
6860;Witry;LÉGLISE;Luxemburg;
6870;Arville;SAINT-HUBERT;Luxemburg;
6870;Awenne;SAINT-HUBERT;Luxemburg;
6870;Hatrival;SAINT-HUBERT;Luxemburg;
6870;Mirwart;SAINT-HUBERT;Luxemburg;
6870;Saint-Hubert;SAINT-HUBERT;Luxemburg;
6870;Vesqueville;SAINT-HUBERT;Luxemburg;
6880;Auby-sur-Semois;BERTRIX;Luxemburg;
6880;Bertrix;BERTRIX;Luxemburg;
6880;Cugnon;BERTRIX;Luxemburg;
6880;Jehonville;BERTRIX;Luxemburg;
6880;Orgeo;BERTRIX;Luxemburg;
6887;Herbeumont;HERBEUMONT;Luxemburg;
6887;Saint-Médard;HERBEUMONT;Luxemburg;
6887;Straimont;HERBEUMONT;Luxemburg;
6890;Anloy;LIBIN;Luxemburg;
6890;Libin;LIBIN;Luxemburg;
6890;Ochamps;LIBIN;Luxemburg;
6890;Redu;LIBIN;Luxemburg;
6890;Smuid;LIBIN;Luxemburg;
6890;Transinne;LIBIN;Luxemburg;
6890;Villance;LIBIN;Luxemburg;
6900;Aye;MARCHE-EN-FAMENNE;Luxemburg;
6900;Hargimont;MARCHE-EN-FAMENNE;Luxemburg;
6900;Humain;MARCHE-EN-FAMENNE;Luxemburg;
6900;Marche-en-Famenne;MARCHE-EN-FAMENNE;Luxemburg;
6900;On;MARCHE-EN-FAMENNE;Luxemburg;
6900;Roy;MARCHE-EN-FAMENNE;Luxemburg;
6900;Waha;MARCHE-EN-FAMENNE;Luxemburg;
6920;Sohier;WELLIN;Luxemburg;
6920;Wellin;WELLIN;Luxemburg;
6921;Chanly;WELLIN;Luxemburg;
6922;Halma;WELLIN;Luxemburg;
6924;Lomprez;WELLIN;Luxemburg;
6927;Bure;TELLIN;Luxemburg;
6927;Grupont;TELLIN;Luxemburg;
6927;Resteigne;TELLIN;Luxemburg;
6927;Tellin;TELLIN;Luxemburg;
6929;Daverdisse;DAVERDISSE;Luxemburg;
6929;Gembes;DAVERDISSE;Luxemburg;
6929;Haut-Fays;DAVERDISSE;Luxemburg;
6929;Porcheresse;DAVERDISSE;Luxemburg;
6940;Barvaux-sur-Ourthe;DURBUY;Luxemburg;
6940;Durbuy;DURBUY;Luxemburg;
6940;Grandhan;DURBUY;Luxemburg;
6940;Septon;DURBUY;Luxemburg;
6940;Wéris;DURBUY;Luxemburg;
6941;Bende;DURBUY;Luxemburg;
6941;Bomal-sur-Ourthe;DURBUY;Luxemburg;
6941;Borlon;DURBUY;Luxemburg;
6941;Heyd;DURBUY;Luxemburg;
6941;Izier;DURBUY;Luxemburg;
6941;Tohogne;DURBUY;Luxemburg;
6941;Villers-Sainte-Gertrude;DURBUY;Luxemburg;
6950;Harsin;NASSOGNE;Luxemburg;
6950;Nassogne;NASSOGNE;Luxemburg;
6951;Bande;NASSOGNE;Luxemburg;
6952;Grune;NASSOGNE;Luxemburg;
6953;Ambly;NASSOGNE;Luxemburg;
6953;Forrières;NASSOGNE;Luxemburg;
6953;Lesterny;NASSOGNE;Luxemburg;
6953;Masbourg;NASSOGNE;Luxemburg;
6960;Dochamps;MANHAY;Luxemburg;
6960;Grandménil;MANHAY;Luxemburg;
6960;Harre;MANHAY;Luxemburg;
6960;Malempré;MANHAY;Luxemburg;
6960;Odeigne;MANHAY;Luxemburg;
6960;Vaux-Chavanne;MANHAY;Luxemburg;
6970;Tenneville;TENNEVILLE;Luxemburg;
6971;Champlon;TENNEVILLE;Luxemburg;
6972;Erneuville;TENNEVILLE;Luxemburg;
6980;Beausaint;LA ROCHE-EN-ARDENNE;Luxemburg;
6980;La Roche-en-Ardenne;LA ROCHE-EN-ARDENNE;Luxemburg;
6982;Samrée;LA ROCHE-EN-ARDENNE;Luxemburg;
6983;Ortho;LA ROCHE-EN-ARDENNE;Luxemburg;
6984;Hives;LA ROCHE-EN-ARDENNE;Luxemburg;
6986;Halleux;LA ROCHE-EN-ARDENNE;Luxemburg;
6987;Beffe;RENDEUX;Luxemburg;
6987;Hodister;RENDEUX;Luxemburg;
6987;Marcourt;RENDEUX;Luxemburg;
6987;Rendeux;RENDEUX;Luxemburg;
6990;Fronville;HOTTON;Luxemburg;
6990;Hampteau;HOTTON;Luxemburg;
6990;Hotton;HOTTON;Luxemburg;
6990;Marenne;HOTTON;Luxemburg;
6997;Amonines;EREZÉE;Luxemburg;
6997;Erezée;EREZÉE;Luxemburg;
6997;Mormont;EREZÉE;Luxemburg;
6997;Soy;EREZÉE;Luxemburg;
8000;Brugge;BRUGGE;West Vlaanderen;
8000;Koolkerke;BRUGGE;West Vlaanderen;
8020;Hertsberge;OOSTKAMP;West Vlaanderen;
8020;Oostkamp;OOSTKAMP;West Vlaanderen;
8020;Ruddervoorde;OOSTKAMP;West Vlaanderen;
8020;Waardamme;OOSTKAMP;West Vlaanderen;
8200;Sint-Andries;BRUGGE;West Vlaanderen;
8200;Sint-Michiels;BRUGGE;West Vlaanderen;
8210;Loppem;ZEDELGEM;West Vlaanderen;
8210;Veldegem;ZEDELGEM;West Vlaanderen;
8210;Zedelgem;ZEDELGEM;West Vlaanderen;
8211;Aartrijke;ZEDELGEM;West Vlaanderen;
8300;Knokke;KNOKKE-HEIST;West Vlaanderen;
8300;Westkapelle;KNOKKE-HEIST;West Vlaanderen;
8301;Heist-aan-Zee;KNOKKE-HEIST;West Vlaanderen;
8301;Ramskapelle;KNOKKE-HEIST;West Vlaanderen;
8310;Assebroek;BRUGGE;West Vlaanderen;
8310;Sint-Kruis;BRUGGE;West Vlaanderen;
8340;Damme;DAMME;West Vlaanderen;
8340;Hoeke;DAMME;West Vlaanderen;
8340;Lapscheure;DAMME;West Vlaanderen;
8340;Moerkerke;DAMME;West Vlaanderen;
8340;Oostkerke;DAMME;West Vlaanderen;
8340;Sijsele;DAMME;West Vlaanderen;
8370;Blankenberge;BLANKENBERGE;West Vlaanderen;
8370;Uitkerke;BLANKENBERGE;West Vlaanderen;
8377;Houtave;ZUIENKERKE;West Vlaanderen;
8377;Meetkerke;ZUIENKERKE;West Vlaanderen;
8377;Nieuwmunster;ZUIENKERKE;West Vlaanderen;
